,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
521,Red,87,ts[*bd3=:j,2,10,1,0,0
522,Blue,63,"hF\#uBIMXxX/ O`C^?iG,>V;glp0J7Y5QGhu{ew{mF/LYe*""UvE~KKmABOdw/}\W%HU!",1,68,0,0,1
523,Green,43,MEV{VUrzWf(@jqoUR<4e1xB=[`P_>;R&.>zFK^k&o.E 51BN\0o2~'FsYB~oK[I<eg(~J-'kh,1,73,0,1,0
524,Green,39,.hCo{=<|!J=`M*MX\h]7Av7\A9|2GSKCzK90.UX$;tc>8oM&w9+aSd'M&}U_?c/SmPO_P26lF,1,73,0,1,0
525,Blue,25,P9Ez[/#@=WXaO;#xlacD{|yFGcK`q0_uBMs/A|?3(cg]d`qi&RfputwK&hK%_h4,1,63,0,0,1
526,Blue,27,"H02Q2H}'87wR2`>#GvYE k=,-%zU0T_M#KI2@QqvA=d+i.auU#i",1,51,0,0,1
527,Blue,45,"\OyQN?~&?;gQ.o)j7Gb*Gh-=XE}Ef:}V`H=x)W{~]ictYGM<~{^gQD6VXC^hSF4)MZG;gUXQ_^jD,W",1,78,0,0,1
528,Green,71,"0`A_ nt!v=ET}`_{6yc!Pw95:,[I4^^Y3e_ERB(>*Aau]./h"":r#4[aJ>_UVpa=%a",1,65,0,1,0
529,Red,31,"10Xb(mM?-g+;[<R@85k>gb.L,v6J{ih{t {Di5umykHM&C%8v6O}jc",1,54,0,0,0
530,Red,45," vl\!A8@xDjK3vq3aE,pQoZ<5 xN.UJ-tbXoA3""w6rv(v{poA",1,49,0,0,0
531,Blue,29,#H|(d18ZBU~v`||@jx(t`\d?w%Ry`?Xb-aa-[=Ck9[!Q,1,44,0,0,1
532,Green,58,"35vj:qr`jYa-9E{%MHxz5iML{US@2%SPBpZ6HPJHu4|7VlMhY[,b)%m;qLnm*XD*l3",1,66,0,1,0
533,Green,43,"XbPYwz;GSoej[k5P+w,s*LJ""6UMor#us* rC\,'xXo[4r^U{[1u%@&SO9C]>0Rc(@)Gh'*wK1'n]'qv",2,79,1,1,0
534,Green,62,"<ej61LLr3(L?)beGC]=LOBC(}F19)B:zl-H*E:y#_HO!a@54*vbPI,d1*Ep_-,&8_X",2,66,1,1,0
535,Blue,55,"~/N(W*W(V7L?gh|69z;=zGez7]:R\]N@eU-h*_nsHcl4C`|Sc#r$j,{9ziVJh%CW",1,64,0,0,1
536,Red,94,.KJtf~s)i5k`3y@Z.[}g\)8)^tM?+}/,2,31,1,0,0
537,Red,77,"a,{l)kuG=R&^F""O26",2,17,1,0,0
538,Red,88,a'dP9b1!l|,2,10,1,0,0
539,Green,45,bo5?kl'}%O^&(k1X(ff3xRkC<=hl6;kzu]tnS48]Pj[&|IN(XqgsjM.Dt8=nXB,2,62,1,1,0
540,Blue,33,"6`q0H/o`-c=QY<;zBluNp&dZ8Ao2=.~LW(Num""_n;++#QxO&Q",1,49,0,0,1
541,Red,84,"f{""EdF9|:*0g<",2,13,1,0,0
542,Blue,-8,"`.h?;>@O1swEj''M=^LCgk%/G&sSB8J2Ld[_i5v"":-*\SV/M,gQ`IZ]k:AUd`2Xi2TJivK\&zwht9 ?jV+^}D&Cxq",2,89,1,0,1
543,Blue,59,">""kK U+ hHdO,R-~}U|A kvh+T:Q6TtvBgE!C%~JxXma<~z{rm1k*rY[-",1,57,0,0,1
544,Red,50,j)W9kW}%t%_IME9LP}m-MxW LsX& {GAl164y<aD3pEz4.Vgrbh}dc/^.}p5EFHR>)ln,1,68,0,0,0
545,Blue,60,"^|Y#^W|,H0|M@*s7}(\>+I<f|}jH-P!PMGuRb6Cn=p{i\",1,45,0,0,1
546,Red,50,"C;6Jh""^7:<ox#O~w+ QF#0B#K$YiA[{bv6>sJi9?$8E)N&'V_Jr|nA<.xW:Ep?#9[X/;X+{fW8GEMc#o]",1,81,0,0,0
547,Blue,23,"0!>P9beCcO1u=)*7s%1(f`<5+gEVb%8H#@~D'Oq=(^I<fX\ [^.!>-P~^BJL<wG2E/[M ""nG.:^p6;lO,UbHToBgW@K-7{B^f,uU3MKaMSd>",2,108,1,0,1
548,Red,88,0,2,1,1,0,0
549,Green,36,"vaI8g6=z(8""dV)bLGD~eD3IJXDm>tu:`Uyf4",2,36,1,1,0
550,Green,69,"TU]6f?*yp;5U>""yd(A:Y9Kb,?1h>yi@ug ck5Gums*V*tL*VPuA=2{V[Xd8i :*8IClYdc8^3Xut#}ibzmUj,K",1,86,0,1,0
551,Blue,70,"{JdN<zcdMq$#7!0m*AZ,t@(aWPB6l-2`6ntZxTU%_2F%vi-",1,47,0,0,1
552,Red,50,"V V;+lM'^;q?JNII]swjLZfqnyihMMVGED-Ya1Hf+MW'}?CtbN859<h2 3?e{I)2U3&(p^+q5n1E&APWKtx""D,",1,86,0,0,0
553,Green,47,~>4}6u$+2lBL=h'f`C8KB5bLKWYc^&P\fMD+uKLx%Yqf#RuZgm/Dm(evvQ@rDy1)_a[7]Mwgl~J,1,75,0,1,0
554,Green,10,.&9phqK]~;#f(>..Kn\DS5yqkBsecjMozO8>E7Zr\V46Gp`;Cx#oM!,2,54,1,1,0
555,Blue,28,"4W=W`yumEhc_k!-n9pQ{OAdZRh2+b?Fn`1*""|@)U?*4z~U`jtT@NxSB:Gz--sI=rn`S0;q",1,70,0,0,1
556,Blue,0,`%~2<T`*x5M>9{m7lGDbc[-T.iYoQJf>T-RlA&CViJ~Z\ :8#t2v7=}Yc*5>\OC~W]?p>vc=%BIPWG\R|zq{\Z:!4y6:MZH,2,95,1,0,1
557,Blue,-12,"ppW~Q7k(m%]'oH{!(67mF,OhC.twu*izW*~ #$Gg9pe0?AqNEexe[8[ |^|v7(~4$;L}B""/<=7$Yx)irxMU-aJ#8A",2,89,1,0,1
558,Red,-4,"s&^rp(xseIdTxEP,nUX*99Lp>tO;QC=[_d%6W&/%'DhTfr21C{e&+D+xtc(Bb@(N>""lNm=:]w]1bCu5!`b f!?x-0;",1,90,0,0,0
559,Red,97,ykRL51yx|h[q3_K*1CgO C`97y$<cpDhuo,2,34,1,0,0
560,Blue,75,"@jm\/Qc23G,atVm0wjCXvbHcS]-VA~>oF_%7bVp[*@""M%y|X\1ys]j?J\",1,57,0,0,1
561,Green,46,ju54;4wkK+XX^+s`\AqL<BJ% .%fJ7w.aB?xoGqT#k65Io)Vmnu`5wwW)/Bi,2,60,1,1,0
562,Green,48,"m^OEG:QlII5QP:WI6HI0}bky(xy?J0/x-AS|k!qfYCEL,3F2xXMv{Z;|2H\W6IhCeQ_{",2,68,1,1,0
563,Blue,18,I_iNW9Wg%';;rRdToa6}w*f{_krp1Ky>\TSlC?<@k!.lU#QN]$+o]6{ 7G?9(iC2:-nN9\l/WU=?uFN[2fa{a'MZVqJJ}e15,2,96,1,0,1
564,Blue,-12,"V,N5|sL@##] LIUW""DJ@btN]noZrOXWS=WnkkF]!sx\!q87FS=<IJ!3I/xmebf||L3xh')J}5\;P&>02Q",2,81,1,0,1
565,Green,47,b2+^JK4[W+!WJyU`l1|\B].rk1%MQ@[Icb0 T1MALy/uy;dUMPr%4gP`C}}mzDTVT2a,1,67,0,1,0
566,Green,65,"ek(MmX#B+Ck5}<SF|/BX$;hYDNvg~,c=L_\w)MKhC~B[$yW#""08w@",1,53,0,1,0
567,Green,50,"LL1aXU""@Aa7d8*=81eR_m:%/uq'gNY6B,u*X/eEMf;`-$ELi|tYIg|0!!es[:Z$(E",1,65,0,1,0
568,Green,61,"7p}hu+""cpUGtJ=7*%@I`]U]NQQ4(4rH%h[~b#K?dkRfENr:$JQ\M4$$C*X,2R.4Du",1,65,0,1,0
569,Red,46,";b=%JS]*bdma'N$~!EuoX($S8B""sf+wT_J,E5#XC|V0;1D:M[uKVE,oZrc}u*D[q;GZB@M)N",1,72,0,0,0
570,Red,59,"{J(V%Z+ f-J7ZvsrH2~X^!RdU)=xpZ$_->[l|I#}6#K|`_8 P6K).J2(PXU4a<So&`S}SMlM`4S}.7)B'H~%8l RDSN,",1,92,0,0,0
571,Blue,-9,"wXPM\J""xqc^hNkY]OY_\z[Z#:sXyrsIt0T}Qmf/k 18cxG*H=fk85[=[)d0mRW3*3[e""~Xt6qd`(^jrs=`aHB%A",2,87,1,0,1
572,Green,70,pOO[^f3bRA[25qo1tayy&>)\qGr`#tfDQaM_8@1I ckt[p3PwCAS*7;k3_h'z)G8x'zi,2,68,1,1,0
573,Blue,14,16-$uYZvNN5M`J~i(mFWn3c!QeeZ@%g=AW.S1|+bK[_^Xyd1%]}@#*.t2@?!?quADQQV6\0wju(.J2NUg/61]z81,2,88,1,0,1
574,Red,98,"SH5'f1rS6w E9""iK?NrZP]$!@]QywRI`}o -,<}tJK<Xz ",2,46,1,0,0
575,Red,69,gRyevVr/bicnzOBHCR\j,2,20,1,0,0
576,Red,11,"&l\Y0&ho(OEGU""6E:</p_T18`!ozJ8|Qxm2#/Xg$L24u?of%X8,\LO!*wm+ar(D|NL!Mq#1$Q[ LoCbx6UW",1,83,0,0,0
577,Green,39,"Mm)zo@Tfa!:TTQ'F-5)7e.IzsB,g<hR]GSlC~@?{bNqmpCsO6f]$pxVP5V[#gP\T",2,64,1,1,0
578,Red,73,"?\%Q8fmF("")-jEb>BbsDkMus^E4",2,27,1,0,0
579,Red,80,"Fh,u<O/K~\ie(",2,13,1,0,0
580,Green,51,"*u?$ff_o~a0Xx/=c[nX#,!q]?y,[@d5+4`\kdKJb@B!;i)q];R:}9Uf(E!KOC`ecj*'+s%Fum?s>8x2a-fT`nB=",1,87,0,1,0
581,Green,73,"A|b,T;+eLOmOk%-ji?mo/Ie`J!JVFr}.bI<3Hq]k!H* U7F#K%Ky}OKp6t);J? R&'47",1,68,0,1,0
582,Red,73,"XHpy39T7GP$I/,c%1N4)=. 2O=,-Go` [V=oTP1oY]J3/F]>vPE8tjRY8",1,57,0,0,0
583,Red,86,9%dQD]Oi7-$xCd5tU~LP%%u$=8/]vk9:tL~B7^[J8l^gu?RwT,2,49,1,0,0
584,Red,87,"g""\b cq^($$2Co,S~tsWcK[Eu@/dC|{#?Ws2@g*Y|q<VjZ5J&{'oU'B",1,55,0,0,0
585,Red,46,"OxP6%RI]a]5;+n?J.1\B-F.IfnP;!xgsc>7)sR)s=%gbqf#O]""4@XB\NQ&",1,58,0,0,0
586,Green,65,"7W'DkMB&e4Nir*5e04VbwN2F*[iW.$^@ic,DG!vPW0</eC5U}Gk,*hZoomc2FNt2PrC.vDWztkta\9tq]+%",1,83,0,1,0
587,Green,39,alaT(&D?@Z\].byT-v}_j^Q9+mxVaXN~v@r\qbtKa(tP,2,44,1,1,0
588,Blue,31,".{DQv?pMr/\$>6yKM-Kp.'jveWo|GV`Ez_;$q;c*GfHj>ea-@~Z%WLoUTA!V2`e@uW`""6enKF=%psHbg`-",1,82,0,0,1
589,Green,45,ptwfg(73MrIu~mYdHv5KUEsAuj/C[Q]%;I}Q/&bXHB*{hC312eVyRQL!nj;ZE3~h*Yxe |vw6{b%}Ke.FdKbc_FjRH]\8,2,93,1,1,0
590,Green,71,\Nn|oqSI?[8m4u-/20g;0l!)5qG\Bn5F*eG{%}]mgTx-MgT(iy{#]!YWG:*)D`I@PyQ,1,67,0,1,0
591,Red,83,jYWnSU2)3T 7TEkoIx|^B,2,21,1,0,0
592,Red,82,"mCRv)p|_NBBd355 H X0\oho{(zY'~1<4N\70F2d81,a.|Jsv{2m. J:{$=c' `h|r7<&L3NM9:Eu_vy!Z%4`E",1,86,0,0,0
593,Blue,47,.qQyFpQEfw0^#W%A7Cq_:~V?O{*&kxNI].uIwM'@wG`\`P)Pm6FZYW9O^>q~?>MT^9k]#C0aGkj0E*2x,1,80,0,0,1
594,Blue,-13,"vBj{J,AUX^k^S+""2)O5L#@V#]( g!A});zpmUD7^V_A7VUh@S<?7}Kvd<t3Qh$vs7orXnUa%zj[w3jPts",2,81,1,0,1
595,Red,90,E/_I}4Y&-#Vjcj5Wf\E=&Qn|u:D[Yu%3qn{,2,35,1,0,0
596,Green,57,"f =\#7.KTHu-'}zs.EAFtyWqAVXf ryj@uD)V\JGsFL+>Rr'oI,du=HIfYJu$""G",2,63,1,1,0
597,Green,58,`toISL-'^~'ynCcBokV9G5SYk:FATeOJy?}MOa.1c``9~@N5|A#fo2y4c ~Zw@rryf&,2,67,1,1,0
598,Green,31,"|3$e/5nuE01,_uWf""L)` f%92lb",2,27,1,1,0
599,Green,57,"thny!=@e#hU*#1sy""!lO}""La[0P1i3~6[q+Lm",2,37,1,1,0
600,Red,89,"9o""fq'",2,6,1,0,0
601,Blue,94,"6rIE</nmOjyp;!%CZnQ+7]O>e U{kmz%G@7N""*N'""iGn/8Vc-Q8ee&47hFaBZk:{ZIY~z<(b+U0mp3l",1,79,0,0,1
602,Green,23,"(Y?|b$?6`xl`DU>*G,L",2,19,1,1,0
603,Red,83,vg+B{JJ=rblQf><T~+WL,2,20,1,0,0
604,Green,45,"&T>b@^,q\ei_R)LcI;r$}|n\!+bL52/+AJN?)UM.""#m<k8LlJ]KMe8g1{tw+-},*~kp|`M?h%#Sf/N3I,kjmE1g",1,87,0,1,0
605,Red,50,eMI5h2KFhG*MqQdni%HVh~?Hby$'jgB%DQ`uB?g3&t<+,1,44,0,0,0
606,Blue,1,"|B]%O'9bq*)Z0n>*zM,oQczc}\vom}#(q_q_Y\51,)<A]ESG@R?5geoh-(+X;!#6D4erov</#'\jpp7?FH~U}Jp`.]XGI~H?G<K`",2,100,1,0,1
607,Blue,14,"J""V1-Yq8js$A+2e_IN_ZM~S)}sfm0FDz5=g7;;CaKHxWex1Yugboky`P(s{&ap_?Qd6zpM8sdTF;-I_",2,79,1,0,1
608,Green,69,~#PJ>@5}L*/49OsE<&y!/^}?=55x#AbH-vJ(EBju:L,2,42,1,1,0
609,Blue,3,"cF)^Jc0v1HnBw0Q*DY)G8{I]1:'6-BUPT 5YOL-]:m(_Fu""e>MIR?%7M:H493n6X""7m`22U5C}s/C}xH",2,80,1,0,1
610,Red,93,>Y,2,2,1,0,0
611,Green,37,%Kfp~uY/JC84FeRTi9&84MO9Ush@4[~])F,2,34,1,1,0
612,Red,102,7UBYI9o!}{9fKU3a>o,2,18,1,0,0
613,Green,64,"X%IoH""}%45?`N79&3>FluK(F}p#P@ $W.uq2]j3P(.rt|*d9<TN<xJwc2:0Skfi""ht#PG",1,69,0,1,0
614,Green,38,z]{vWbt[G$tAB'41@*M+3!#Pf/&^1@@7&e1@;j3AOCJ]skfJ|ZcZt x8V|- Zp9=b;}a,2,68,1,1,0
615,Blue,12,YU3dVxTVf&MiHE ndw7lxlYpn*IgZ>2ct5G)W~U9D:'4~'uA}bj'hn*,1,55,0,0,1
616,Blue,31,c^X** .RnAW+p=y([#qHF>\FZseS!J1<Jed&W\CH@o*w,1,44,0,0,1
617,Red,25,"f,AJwu~\ROK$uoLDfY8:{NKz!OOX1+y>K,f$+{;$0L=d0hcHqbwv+VIys3+&#YATM--j&`gwe7k+Iz%7y+mucBOWnv-G>d$a5XOHpUk5",1,104,0,0,0
618,Red,60,3w~Da(Pt[T!uX?Dz D)9/oLqY:T[Mt,2,30,1,0,0
619,Green,29,"&$$q39k;MKIe~G5A~n@s74Im4-M0'%E0;nOI}rQj#l4""oY:eVc0S\a%o@."">l6O",2,63,1,1,0
620,Red,40,"-/Qxc#D H*sNS;H.f2.""-S&hm/FFXDX$&nuC?<#xjwe.}GN1Po7t2c2^+HgzGJ2[ QLj7b^{5&TK{(S01ZYa",1,84,0,0,0
621,Red,84,Ntj3X`-S&;SiohHW1z_ihsU,2,23,1,0,0
622,Blue,42,"rSj1MtTaK{AX*Dj}<p{?u:m)QO=tVs:`5T`y5H""b7S_}}FL_ as",1,51,0,0,1
623,Red,54,yM:QwY[eN5J%7CSVLUCbF-o@|YzR-+uc<t>QI&V-<Q5w1MxgzeA@v!!i#I\G@FKj&|9B3S_}9.<CJ|r>$vi+a\tH2I,1,90,0,0,0
624,Blue,40,">usa's[#k@t`/XM%_Ir(+g)Vvw2'{coiH;4%3<,H]UK*#jhQH-yE,]iWCYqSD75IKJ7jw*Cpgww(7$=$",1,80,0,0,1
625,Red,28,"0v!DmvtNb/tOIT@}T;2,o_ptG>t=84SkuUi:TYG?vg|yP0fO_<LCk%v(!Z[wTICbDr:cHX#q<:1N}axf",1,80,0,0,0
626,Green,41,]E-cc|qXYKi!3x00;GZj<OfTMHdAB8O](yi.>wmK)]T.&P,2,46,1,1,0
627,Green,52, ;tHg4^v</d'{Sz[Gb6U~<RcgY%VK?i#)R%X;D`&%&&&/X&<Ou=(,2,52,1,1,0
628,Blue,56,"&?T=!l`E pii^B""QE*q~SnrL?JBC}=j:OJrCdstUb8N8TZI?sTr?G%%zuRnr{I^f*Jkj~QYjE+NtUtn(4q",1,82,0,0,1
629,Blue,1,"A)yoZ;_xl""2;e{==EMk4ngcAowgR2-axhyx}RSwUIbWZ5{;(Q[Jy/ffVhu%X*,hJS}=0*i#oY'jG?xsLoyccZ[\Jay5(^INC:oBZ",2,100,1,0,1
630,Red,45,"vP+QpW60vmg7T{_/#Ocld)V,z]R~|O6{&NC)W<[#FbyWc3.<:F9u1k)xF",1,57,0,0,0
631,Green,70,9+rviEqUd(:Q'WADP;^i6tRh][EFb&rha}n^{W{O/]COz+`6(b;]C&FO<`FW6Kd#w'G;Pd2S vZvq (,1,79,0,1,0
632,Red,106,p^>ykW);<J,2,10,1,0,0
633,Blue,77,"s._}Gu`x2`~x7G:4oBz6y$BLF8LY:4y]SZA7SVQM$sb'6vr+MFw!wJwr&8""""@6X8yf23>e^Hh",1,73,0,0,1
634,Red,83,@FhVc$@t%v?xWS1WtCJ]%gc,2,23,1,0,0
635,Blue,41,",Bl-J='N4cX7xoF4Y*t|YZrkMM{WUPoC \;D=1m=IN)Fef<{F0iLVHfs%Pd<C)lbLjyL""=WN!e=ym3Ep8",1,81,0,0,1
636,Green,54,"G-imHa0sw)V_b8ki{.$<v#JeZ3Cc[k0$znh >Xd(NlOg9'Odr""Xy\JvEU~c/JNw%<",1,65,0,1,0
637,Green,78,"w""yF09|dOpp9MF!zzix+a6F\0zAl<yZHBudvgk]g&q(jq:F`N\|Af2rHr/{5(tggQEuNiq`8M2}<d95|1v%~5VLOXKW;|",1,93,0,1,0
638,Green,75,"2HMLAVE+)cq@0M)weSbI]Z0Tc?jf#k~jL;z:>[zG""q:c7l__",2,48,1,1,0
639,Green,39,"u[""DdP0/kgaZG#E}7W*hr<wXtca'b#w&Z6Areo;\3w`hnJ<^p?]A0p ?|;@c5dOaIjvJc#Sd.u92f}A",2,79,1,1,0
640,Blue,62,"<Cxe#pe&bo;|}^:N]VfHj;pidD=4.!ogLU=M}W*Vjs1=1S%jQAFs9Or!+QV}<x=zku 0=H,",1,71,0,0,1
641,Green,62,#1&g!]|'_WsYj3lzda?3}:0IBwO]a<QLv3Ie}d+A'1o9FHlBjkWUV~'rd>%VAWWg2~viK\<I,1,72,0,1,0
642,Green,78,"6E|63,E+074{M0HZ""Rjhw2/IOE_:VU(:""I1u6a7 iqvehniY<PctF)YT{@[?;qSSO",2,65,1,1,0
643,Blue,14,"l;tv\ESd=wht1>qB-YK5|:5j+v-'][=O)@*})""iD0}~bF(p6^}{q9Qt]>r0(7AVhcn!cFohl$N<I>x~IBsq>w-qH",2,88,1,0,1
644,Red,90,T,2,1,1,0,0
645,Blue,71,"au*]9""&{yl4ok3%]:yD""z=Z=`]C}\&r!N.:B0a""5m8M41zD%v{qOQP-gt KpN_eNiK+J$E;wrtz~6=f(QMoS",1,84,0,0,1
646,Red,26,"evDS?5*MCBe0bz9-omdW>d#) X`hr6OAIy%wVn<FT/43zX""|<*xmsF",1,54,0,0,0
647,Green,23,b&<KrLM7i>Dme6[BAvQX2NYFz+LE,2,28,1,1,0
648,Blue,39,"x]*miHJ`9ZV[u?+&M'NfmGK+cf\d,q{h#1[jl7|U+C>8rD$nK7INx2R=Hxh|Ns~@f<+!\rl'DY;q\qS`v",1,81,0,0,1
649,Blue,31,".Vs<s`Lkj+?ntlOZRJYgUBDxP=D401Uwu6Y;%ZC7FM1S&KY8UlVf2sVYnEYC6""-|7Tw""l-",1,70,0,0,1
650,Green,43,"lPWX.uCG|NG]kHd(-(aT!(]0MNZLd;5$ ;+3vh2::rZ7u,:",2,47,1,1,0
651,Red,41,+6-Rt4R3[P4$u:K6Oou8@?.K#o;v$C&(-_(Eq`^Piw gZk8dg6!,1,51,0,0,0
652,Green,69,"O&EWqu(cqdjN|J)s_>2<!U784NT5'C,E|sy@<GOi5&~l3N""aLEHl\oiD0W'yc*3B$ ",1,66,0,1,0
653,Green,45,kPu1];1Y>6*Yc(,2,14,1,1,0
654,Blue,-5,"dda`[:{kemN1*:8/FOAL3MV0|r.:mkikG/<^F6={Yu..kMXSbSi ~FE\1[!NJ!-M.<Deo>]^I{6WL#Aj,HDc8Uvym""hd)",2,93,1,0,1
655,Red,85,J<Frj<}[,2,8,1,0,0
656,Green,62,!jdht\rpC~Q@s&Q&X9;$#ChE'bS(G:V</`@)gbBF%^A/XA9k,1,48,0,1,0
657,Red,29,"b$+n*}cQBs}J8ZBht;TZ!Eyp^JU2/!pL[9D0f5UkNU&5pF3F""2<9L%WtxO!a.+1@d|/PsXj/""Qmp%I""",1,79,0,0,0
658,Red,102,"'W$<dN.t2,""#^>lu@y\.p`eUQDE ![%W2+qK]~jLY",2,41,1,0,0
659,Red,99,"Mj~<cYEnS""H=c=2mA5jiA0--UHR([su'!R|",2,35,1,0,0
660,Red,86,1|wO UGF3,2,9,1,0,0
661,Green,50,"GP3CK.M6JY)(#PCd7J|l'rjw4%_q'T,6J&vAwHq:mQD~yJ}GbGA:4zMsX*IMTtk@0v+etQ+VT=",2,74,1,1,0
662,Red,73,"cA{<_?='J(g:Us,arG+Aj'<=Me%DdG:cV,V:&hMx`Y,g2u1^n.KeA+O0""s_ +i~:aWK{Rou;a{|%WX1oMsgM5ZqYX<f0?'",1,94,0,0,0
663,Blue,8,<!@[:FHd(+@RG\u[<!%l(M UwD@m9Jz/UDXWc*N|(NU?a&w_1R] PE,1,54,0,0,1
664,Blue,32,"^1TQ#ibQ&'""8sON5Tj{M+6I2&=5^//L$pJ9I""kx^],'h(ML?UqH<yg*7JzB9h*JO@)GPR7",1,70,0,0,1
665,Blue,28,"u_0O(8fsy <-XK\|^jPO2z\<.37{A 9E}L""]:IKv)B8K`-+KdE*ef~,!o%I{A4o<fHqHDH1W|Qeaf*&KBO1:|mF0Oc",2,90,1,0,1
666,Red,42,$eC$t?_Pi0oMQM0hL}d\3Z@'Z{_3]jj-^b-]N2^30=}3PSO'Q(f|ys2Dpjc6Ul=;0\7}LpQoeJ,1,74,0,0,0
667,Red,79,">|FJV[GQ@zix/b6?LL+b YN]""QUwu EV?%CbE/C=VREd>6,f1jg!=~3_%irwlK&?D}n]?-5rc-Zxc",1,77,0,0,0
668,Blue,28,CrvC'/-!SjBX`h_YzL0n}.|-yCs~\Uh>TW@>xay@%:]mh)A.~Q=f'sNXpOW3bcu|sszZ]<_Y}q6t#sEI_&E|VoM:)a?%k$X,1,95,0,0,1
669,Red,68,"nm.""w DAQ`SEJ(-a",2,16,1,0,0
670,Blue,76,"D%~$Jn_I\e<o$M4']nOZ?M))[|bl8IXNmf,~OvN9FuK:+T|?c4gx8$5u<xaBsaR=iRlvo_FT&e3Ph,C50z",1,82,0,0,1
671,Red,55,ADK[emD${-<XLtrfxw1}H~h%#C}{o0t[ufB:<o!+k+6E#*M;2hX5$|1*7=3<b{k,1,63,0,0,0
672,Blue,14,"0x$/u^L1FqmZton:XiNCu<@F.i`& oodfMYrlpg(0?*uI]6Euzc-SiPL]p4*9TCPQkqM U9dlA9D""g7",2,79,1,0,1
673,Blue,49,o~]Oo/qlv!6.[!~E6HW~U[PpM[/+>^kwu1^/BtI_)bWE}I_\v3`@i]Lu:9B}ac>~u:1Hj>BFC^N/?6,1,78,0,0,1
674,Red,87,"))BYa|U3US=_gmyj?""7osz3No",2,25,1,0,0
675,Red,81,U'DEMvN|m,2,9,1,0,0
676,Blue,87,"M0RcKK`L>q7KukPJdoh5]j%;RkNT%d#`H-fr5ByS_MNtJ|pF($""d:_~64{B$L'yQ&K]'Wf,`|eyc",1,76,0,0,1
677,Red,91,yW2G=y4dIvnL(?i4jA|M9(aDE}1p)vRLkWwd@K,2,38,1,0,0
678,Blue,-2,"cS0B.TwmV,|o%@F3M8_;-4#;a@EYCqT|u*GGEFoK""tIOWjMdc}[VuN27[j{PFP0Qq%CWu>[J.B} J{?'""[ys^Y`dm/p1R=>?;",2,97,1,0,1
679,Green,37,KVOVNg+7*J9&c3|oy69ihUe+-XC#IQc,2,31,1,1,0
680,Blue,71,(n(=kA?SZzK0DGvZ8Bs^5>_!4DO3OFn]>fCj`},1,38,0,0,1
681,Red,92,>?J BQ>X@x[-\D?{j%tV3dAK@cC8Ik9S=?nwc,2,37,1,0,0
682,Blue,20,")Ql<q`Z4xi)u`)xz' pu/h)$ZHVvCe#YZx3B94OZkoSt(}~fi%T&rQQE^'""i,&-:G<]'Vo<g",1,72,0,0,1
683,Blue,58,"QhG-o!,!iO6%i\mnGkU~I8S[{&'a#iQZzLu3$~GTm~+d7*^k}WjI^K}%zL_IweS+r$-@\2,|j",1,73,0,0,1
684,Blue,42,"zw,-z{`m&ikgaGy-te-mfqH\.{r|zo'SyW6Evl7{=Xs+m,N_AlwGP# ={LWlF[*/#{j/A2t@V""}-b@^`RK ]MKs%jYgyuU ,,5H>N+!",1,103,0,0,1
685,Green,75,"[HN2!0{{gSQN5L?RA "">W@MR2Q$Z'<w>Iz: IN?=oC<X5/m^*TQ.iUrW/GG3}Lq3ipUJ.8naGG5Re,qM84F",1,83,0,1,0
686,Green,47,.E`f@[MM<k1Y6x -g$84n|kkY@cuLI%PpGQI5r8gSfQedE]'>'aH,2,52,1,1,0
687,Blue,14,"0g\>K15UqX'F`l`IxY'82jfQ }8""\TFb93T5&DC?I k.hIY3Ot,Y+JFY*UR@/1>9$IOi=b!>/3X0hMJqHmwnyc[x",2,88,1,0,1
688,Blue,25,"j+H^m+""F}_:d<3[""s""/DYTw4E+8KH&+T.gh`""O#xwShN:Vbu`C~+HzK`p^UZ2u+u1+6HE9+g`&Wx{0N6<#7tgO[kkwFvFiT6k*",2,98,1,0,1
689,Blue,2,td- !_!i2e8v?}N/[SrBx{d3^{{/[L[*t#9&jh+ *fCn#:})]s8}lNrH2%w5Z?g<[LdoSvs~MGR>v07hM?cH$2TMJNLPK7itD/qg,2,100,1,0,1
690,Blue,44,j;|DZ+W(Vv43^NIoC9)kl#&&xSl%#x+nVpXIDVnq7:HEB0PqGY+*N)I<R@I{ZPEB,1,64,0,0,1
691,Green,43,"8pC_%N=?18A'>5&>=\{ii_OeM}QOv,Bk""5<~LX|%[&ndkJIx~]f5f2gx=2=""K[f<>tG/y\`Uz~",2,74,1,1,0
692,Blue,14,"~G1PD9y/-a\tNE7~)ckLJu{u:}RS8B=XY{du|0I_})^(s_XCL/lTe`""sOl5%i{J6hZ%zhB063B{Ys;dv%""/8<*Q,S",2,89,1,0,1
693,Green,55,"`qpH1ker<B(!s2|R8`I&[g\-i+Kz }W""u+v'z> ]VU[M#6k4 Jo@",2,52,1,1,0
694,Green,61,"[j')KpMBC|qIt#iRzL""T3m?L<3=zxWB2EE T]5)pPCF2s\W,f?",2,50,1,1,0
695,Green,37,"w+a7q""e>_Oi2F0q ,<`^I_[QFn6GOUnq:${!LG: $).C %:f+s;@[hNuG`B:71*6Rs'8)!G",1,71,0,1,0
696,Blue,63,"7N|dI>DgO""1t1Fv<QgbFu54`)KARV-~'1|bm}vkf$BYf$GU|X^iup6thcA>@E4",1,62,0,0,1
697,Red,65,)VZz,2,4,1,0,0
